Name,Category,Integration,Description,Url,Selectable with
metrics.auction_insight_search_impression_share,ad-group,google-adwords,,,
metrics.auction_insight_search_outranking_share,ad-group,google-adwords,,,
metrics.auction_insight_search_overlap_rate,ad-group,google-adwords,,,
metrics.auction_insight_search_position_above_rate,ad-group,google-adwords,,,
metrics.auction_insight_search_top_impression_percentage,ad-group,google-adwords,,,
metrics.content_impression_share,ad-group,google-adwords,,,
metrics.content_rank_lost_impression_share,ad-group,google-adwords,,,
metrics.phone_calls,ad-group,google-adwords,,,
metrics.phone_impressions,ad-group,google-adwords,,,
metrics.phone_through_rate,ad-group,google-adwords,,,
metrics.relative_ctr,ad-group,google-adwords,,,
metrics.search_absolute_top_impression_share,ad-group,google-adwords,,,
metrics.search_budget_lost_absolute_top_impression_share,ad-group,google-adwords,,,
metrics.search_budget_lost_top_impression_share,ad-group,google-adwords,,,
metrics.search_exact_match_impression_share,ad-group,google-adwords,,,
metrics.search_impression_share,ad-group,google-adwords,,,
metrics.search_rank_lost_absolute_top_impression_share,ad-group,google-adwords,,,
metrics.search_rank_lost_impression_share,ad-group,google-adwords,,,
metrics.search_rank_lost_top_impression_share,ad-group,google-adwords,,,
metrics.search_top_impression_share,ad-group,google-adwords,,,
accessible_bidding_strategy,ad-group,google-adwords,,,
all_conversion_value_per_click,ad-group,google-adwords,,,
budget_name,ad-group,google-adwords,,,
extracted_budget_id,ad-group,google-adwords,,,
campaign_bidding_strategy,ad-group,google-adwords,,,
external_campaign_budget,ad-group,google-adwords,,,
content_impressions,ad-group,google-adwords,,,
content_lost_impressions,ad-group,google-adwords,,,
cost_per_phone_call,ad-group,google-adwords,,,
eligible_search_impressions,ad-group,google-adwords,,,
eligible_search_exact_match_impressions,ad-group,google-adwords,,,
eligible_content_impressions,ad-group,google-adwords,,,
inherited_campaign_state,ad-group,google-adwords,,,
inherited_ad_group_state,ad-group,google-adwords,,,
raw_eligible_search_exact_match_impressions,ad-group,google-adwords,,,
raw_eligible_content_impressions,ad-group,google-adwords,,,
raw_eligible_search_impressions,ad-group,google-adwords,,,
raw_search_lost_impressions,ad-group,google-adwords,,,
raw_content_lost_impressions,ad-group,google-adwords,,,
search_impressions,ad-group,google-adwords,,,
search_lost_impressions,ad-group,google-adwords,,,
accessible_bidding_strategy.maximize_conversion_value.target_roas,ad-group,google-adwords,,,
accessible_bidding_strategy.maximize_conversions.target_cpa_micros,ad-group,google-adwords,,,
accessible_bidding_strategy.name,ad-group,google-adwords,,,
accessible_bidding_strategy.owner_customer_id,ad-group,google-adwords,,,
accessible_bidding_strategy.owner_descriptive_name,ad-group,google-adwords,,,
accessible_bidding_strategy.resource_name,ad-group,google-adwords,,,
accessible_bidding_strategy.target_cpa.target_cpa_micros,ad-group,google-adwords,,,
accessible_bidding_strategy.target_impression_share.cpc_bid_ceiling_micros,ad-group,google-adwords,,,
accessible_bidding_strategy.target_impression_share.location,ad-group,google-adwords,,,
accessible_bidding_strategy.target_impression_share.location_fraction_micros,ad-group,google-adwords,,,
accessible_bidding_strategy.target_roas.target_roas,ad-group,google-adwords,,,
accessible_bidding_strategy.target_spend.cpc_bid_ceiling_micros,ad-group,google-adwords,,,
accessible_bidding_strategy.target_spend.target_spend_micros,ad-group,google-adwords,,,
accessible_bidding_strategy.type,ad-group,google-adwords,,,
bidding_strategy.aligned_campaign_budget_id,ad-group,google-adwords,,,
bidding_strategy.campaign_count,ad-group,google-adwords,,,
bidding_strategy.currency_code,ad-group,google-adwords,,,
bidding_strategy.enhanced_cpc,ad-group,google-adwords,,,
bidding_strategy.id,ad-group,google-adwords,,,
bidding_strategy.maximize_conversion_value.cpc_bid_ceiling_micros,ad-group,google-adwords,,,
bidding_strategy.maximize_conversion_value.cpc_bid_floor_micros,ad-group,google-adwords,,,
bidding_strategy.maximize_conversions.cpc_bid_ceiling_micros,ad-group,google-adwords,,,
bidding_strategy.maximize_conversions.cpc_bid_floor_micros,ad-group,google-adwords,,,
bidding_strategy.name,ad-group,google-adwords,,,
bidding_strategy.non_removed_campaign_count,ad-group,google-adwords,,,
bidding_strategy.resource_name,ad-group,google-adwords,,,
bidding_strategy.status,ad-group,google-adwords,,,
bidding_strategy_status_text,ad-group,google-adwords,,,
bidding_strategy.type,ad-group,google-adwords,,,
ad_group.excluded_parent_asset_set_types,ad-group,google-adwords,,,
ad_group.id,ad-group,google-adwords,,,
ad_group.primary_status,ad-group,google-adwords,,,
ad_group.primary_status_reasons,ad-group,google-adwords,,,
metrics.all_conversions_from_interactions_value_per_interaction,asset-group,google-adwords,,,
metrics.average_cart_size,asset-group,google-adwords,,,
metrics.conversions_from_interactions_value_per_interaction,asset-group,google-adwords,,,
metrics.cost_per_conversion,asset-group,google-adwords,,,
metrics.cross_device_conversions_value_micros,asset-group,google-adwords,,,
metrics.cross_sell_gross_profit_micros,asset-group,google-adwords,,,
metric.gross_profit_margin,asset-group,google-adwords,,,
metric.gross_profit_micros,asset-group,google-adwords,,,
metrics.interaction_rate,asset-group,google-adwords,,,
metric.lead_gross_profit_micros,asset-group,google-adwords,,,
audience_signal,asset-group,google-adwords,,,
average_order_value,asset-group,google-adwords,,,
cross_sell_gross_profit,asset-group,google-adwords,,,
cross_sell_gross_profit_margin,asset-group,google-adwords,,,
search_theme,asset-group,google-adwords,,,
units_sold,asset-group,google-adwords,,,
asset_group.ad_strength,asset-group,google-adwords,,,
asset_group.campaign,asset-group,google-adwords,,,
asset_group.final_mobile_urls,asset-group,google-adwords,,,
asset_group.final_urls,asset-group,google-adwords,,,
asset_group.id,asset-group,google-adwords,,,
asset_group.name,asset-group,google-adwords,,,
asset_group.path1,asset-group,google-adwords,,,
asset_group.path2,asset-group,google-adwords,,,
asset_group.primary_status,asset-group,google-adwords,,,
asset_group.primary_status_reasons,asset-group,google-adwords,,,
asset_group.resource_name,asset-group,google-adwords,,,
asset_group.status,asset-group,google-adwords,,,
asset_group,asset-group,google-adwords,,,
asset_mobile_app_extension,campaign-asset,google-adwords,,,
asset_call_extension,campaign-asset,google-adwords,,,
asset_hotel_callout_extension,campaign-asset,google-adwords,,,
asset_price_extension,campaign-asset,google-adwords,,,
asset_promotion_extension,campaign-asset,google-adwords,,,
asset_sitelink_extension,campaign-asset,google-adwords,,,
asset_structured_snippet_extension,campaign-asset,google-adwords,,,
asset_ad_extension,campaign-asset,google-adwords,,,
campaign.optimization_score,campaign-asset,google-adwords,,,
campaign.video_brand_safety_suitability,campaign-asset,google-adwords,,,
campaign_asset.asset,campaign-asset,google-adwords,,,
campaign_asset.campaign,campaign-asset,google-adwords,,,
campaign_asset.field_type,campaign-asset,google-adwords,,,
campaign_asset.primary_status,campaign-asset,google-adwords,,,
campaign_asset.primary_status_details,campaign-asset,google-adwords,,,
campaign_asset.primary_status_reasons,campaign-asset,google-adwords,,,
campaign_asset.resource_name,campaign-asset,google-adwords,,,
campaign_asset.source,campaign-asset,google-adwords,,,
campaign_asset.status,campaign-asset,google-adwords,,,
customer_asset.asset,customer-asset,google-adwords,,,
customer_asset.field_type,customer-asset,google-adwords,,,
customer_asset.primary_status,customer-asset,google-adwords,,,
customer_asset.primary_status_details,customer-asset,google-adwords,,,
customer_asset.primary_status_reasons,customer-asset,google-adwords,,,
customer_asset.resource_name,customer-asset,google-adwords,,,
customer_asset.source,customer-asset,google-adwords,,,
customer_asset.status,customer-asset,google-adwords,,,
segments.budget_campaign_association_status.campaign,budget,google-adwords,,,
segments.budget_campaign_association_status.status,budget,google-adwords,,,
budget,budget,google-adwords,,,
budget_campaign_association_status_icon,budget,google-adwords,,,
campaign_active_budget_amount_micros,budget,google-adwords,,,
campaign_budget.aligned_bidding_strategy_id,budget,google-adwords,,,
campaign_budget.amount_micros,budget,google-adwords,,,
campaign_budget.delivery_method,budget,google-adwords,,,
campaign_budget.explicitly_shared,budget,google-adwords,,,
campaign_budget.has_recommended_budget,budget,google-adwords,,,
campaign_budget.id,budget,google-adwords,,,
campaign_budget.name,budget,google-adwords,,,
campaign_budget.period,budget,google-adwords,,,
campaign_budget.recommended_budget_amount_micros,budget,google-adwords,,,
campaign_budget.recommended_budget_estimated_change_weekly_clicks,budget,google-adwords,,,
campaign_budget.recommended_budget_estimated_change_weekly_cost_micros,budget,google-adwords,,,
campaign_budget.recommended_budget_estimated_change_weekly_interactions,budget,google-adwords,,,
campaign_budget.recommended_budget_estimated_change_weekly_views,budget,google-adwords,,,
campaign_budget.reference_count,budget,google-adwords,,,
campaign_budget.resource_name,budget,google-adwords,,,
campaign_budget.status,budget,google-adwords,,,
campaign_budget.total_amount_micros,budget,google-adwords,,,
campaign_budget.type,budget,google-adwords,,,
budget_status_text,budget,google-adwords,,,
segments.conversion_attribution_event_type,campaigns,google-adwords,,,
segments.conversion_value_rule_primary_dimension,campaigns,google-adwords,,,
segments.recommendation_type,campaigns,google-adwords,,,
segments.sk_ad_network_ad_event_type,campaigns,google-adwords,,,
segments.sk_ad_network_attribution_credit,campaigns,google-adwords,,,
segments.sk_ad_network_fine_conversion_value,campaigns,google-adwords,,,
segments.sk_ad_network_source_app.sk_ad_network_source_app_id,campaigns,google-adwords,,,
segments.sk_ad_network_user_type,campaigns,google-adwords,,,
segments.sk_ad_network_coarse_conversion_value,campaigns,google-adwords,,,
segments.sk_ad_network_source_domain,campaigns,google-adwords,,,
segments.sk_ad_network_source_type,campaigns,google-adwords,,,
segments.sk_ad_network_postback_sequence_index,campaigns,google-adwords,,,
segments.sk_ad_network_version,campaigns,google-adwords,,,
metrics.all_conversions_from_click_to_call,campaigns,google-adwords,,,
metrics.all_conversions_from_directions,campaigns,google-adwords,,,
metrics.all_conversions_from_menu,campaigns,google-adwords,,,
metrics.all_conversions_from_order,campaigns,google-adwords,,,
metrics.all_conversions_from_other_engagement,campaigns,google-adwords,,,
metrics.all_conversions_from_store_visit,campaigns,google-adwords,,,
metrics.all_conversions_from_store_website,campaigns,google-adwords,,,
metrics.average_impression_frequency_per_user,campaigns,google-adwords,,,
metrics.average_target_cpa_micros,campaigns,google-adwords,,,
metrics.average_target_roas,campaigns,google-adwords,,,
metrics.content_budget_lost_impression_share,campaigns,google-adwords,,,
metrics.current_model_attributed_conversions_from_interactions_rate,campaigns,google-adwords,,,
metrics.current_model_attributed_conversions_from_interactions_value_per_interaction,campaigns,google-adwords,,,
metrics.current_model_attributed_conversions_value_per_cost,campaigns,google-adwords,,,
metrics.invalid_click_rate,campaigns,google-adwords,,,
metrics.invalid_clicks,campaigns,google-adwords,,,
metrics.optimization_score_uplift,campaigns,google-adwords,,,
metrics.optimization_score_url,campaigns,google-adwords,,,
metrics.publisher_purchased_clicks,campaigns,google-adwords,,,
metrics.publisher_organic_clicks,campaigns,google-adwords,,,
metrics.publisher_unknown_clicks,campaigns,google-adwords,,,
metrics.search_budget_lost_impression_share,campaigns,google-adwords,,,
metrics.search_click_share,campaigns,google-adwords,,,
metrics.sk_ad_network_installs,campaigns,google-adwords,,,
metrics.sk_ad_network_total_conversions,campaigns,google-adwords,,,
metrics.unique_users,campaigns,google-adwords,,,
internal_campaign_budget,campaigns,google-adwords,,,
content_lost_budget_impressions,campaigns,google-adwords,,,
raw_content_lost_budget_impressions,campaigns,google-adwords,,,
raw_search_lost_budget_impressions,campaigns,google-adwords,,,
search_lost_budget_impressions,campaigns,google-adwords,,,
campaign_group.name,campaigns,google-adwords,,,
campaign_group.resource_name,campaigns,google-adwords,,,
campaign_group.status,campaigns,google-adwords,,,
campaign_group,campaigns,google-adwords,,,
calls,call-metrics-call-details,google-adwords,,,
call_view.call_duration_seconds,call-metrics-call-details,google-adwords,,,
call_view.call_status,call-metrics-call-details,google-adwords,,,
call_view.call_tracking_display_location,call-metrics-call-details,google-adwords,,,
call_view.caller_area_code,call-metrics-call-details,google-adwords,,,
call_view.caller_country_code,call-metrics-call-details,google-adwords,,,
call_view.end_call_date_time,call-metrics-call-details,google-adwords,,,
call_view.resource_name,call-metrics-call-details,google-adwords,,,
call_view.start_call_date_time,call-metrics-call-details,google-adwords,,,
call_view.type,call-metrics-call-details,google-adwords,,,
average_call_duration_seconds,call-metrics-call-details,google-adwords,,,
date,call-metrics-call-details,google-adwords,,,
click_view.ad_group_ad,click,google-adwords,,,
click_view.area_of_interest.city,click,google-adwords,,,
click_view.area_of_interest.country,click,google-adwords,,,
click_view.area_of_interest.metro,click,google-adwords,,,
click_view.area_of_interest.most_specific,click,google-adwords,,,
click_view.area_of_interest.region,click,google-adwords,,,
click_view.campaign_location_target,click,google-adwords,,,
click_view.gclid,click,google-adwords,,,
click_view.keyword,click,google-adwords,,,
click_view.keyword_info.match_type,click,google-adwords,,,
click_view.keyword_info.text,click,google-adwords,,,
click_view.location_of_presence.city,click,google-adwords,,,
click_view.location_of_presence.country,click,google-adwords,,,
click_view.location_of_presence.metro,click,google-adwords,,,
click_view.location_of_presence.most_specific,click,google-adwords,,,
click_view.location_of_presence.region,click,google-adwords,,,
click_view.page_number,click,google-adwords,,,
click_view.resource_name,click,google-adwords,,,
click_view.user_list,click,google-adwords,,,
click_view_area_of_interest_city_name,click,google-adwords,,,
click_view_area_of_interest_country_name,click,google-adwords,,,
click_view_area_of_interest_metro_name,click,google-adwords,,,
click_view_area_of_interest_most_specific_name,click,google-adwords,,,
click_view_area_of_interest_region_name,click,google-adwords,,,
click_view_campaign_location_target_name,click,google-adwords,,,
click_view_location_of_presence_city_name,click,google-adwords,,,
click_view_location_of_presence_country_name,click,google-adwords,,,
click_view_location_of_presence_metro_name,click,google-adwords,,,
click_view_location_of_presence_most_specific_name,click,google-adwords,,,
click_view_location_of_presence_region_name,click,google-adwords,,,
click_view_user_list_name,click,google-adwords,,,
click_view_user_list,click,google-adwords,,,
segments.product_country,account,google-adwords,,,
segments.product_language,account,google-adwords,,,
click_all_conversion_rate,user-ad-distance,google-adwords,,,
click_conversion_rate,user-ad-distance,google-adwords,,,
distance_view.distance_bucket,user-ad-distance,google-adwords,,,
distance_view.metric_system,user-ad-distance,google-adwords,,,
distance_view.resource_name,user-ad-distance,google-adwords,,,
metrics.mobile_friendly_clicks_percentage,landing-page,google-adwords,,,
metrics.speed_score,landing-page,google-adwords,,,
metrics.valid_accelerated_mobile_pages_clicks_percentage,landing-page,google-adwords,,,
expanded_landing_page_view.expanded_final_url,landing-page,google-adwords,,,
expanded_landing_page_view.resource_name,landing-page,google-adwords,,,
landing_page_view.resource_name,landing-page,google-adwords,,,
landing_page_view.unexpanded_final_url,landing-page,google-adwords,,,
feed_placeholder_view.placeholder_type,placeholder,google-adwords,,,
feed_placeholder_view.resource_name,placeholder,google-adwords,,,
parental_status,parental-status,google-adwords,,,
parental_criterion_is_restricting,parental-status,google-adwords,,,
parental_criterion_id,parental-status,google-adwords,,,
parental_criterion_status,parental-status,google-adwords,,,
parental_criterion_status_icon,parental-status,google-adwords,,,
ad_group_criterion.effective_cpc_bid_micros,parental-status,google-adwords,,,
ad_group_criterion.percent_cpc_bid_micros,parental-status,google-adwords,,,
ad_group_criterion.ad_group,parental-status,google-adwords,,,
ad_group_criterion.age_range.type,parental-status,google-adwords,,,
ad_group_criterion.app_payment_model.type,parental-status,google-adwords,,,
ad_group_criterion.approval_status,parental-status,google-adwords,,,
ad_group_criterion.audience.audience,parental-status,google-adwords,,,
ad_group_criterion.bid_modifier,parental-status,google-adwords,,,
ad_group_criterion.combined_audience.combined_audience,parental-status,google-adwords,,,
ad_group_criterion.cpc_bid_micros,parental-status,google-adwords,,,
ad_group_criterion.cpm_bid_micros,parental-status,google-adwords,,,
ad_group_criterion.cpv_bid_micros,parental-status,google-adwords,,,
ad_group_criterion.criterion_id,parental-status,google-adwords,,,
ad_group_criterion.custom_affinity.custom_affinity,parental-status,google-adwords,,,
ad_group_criterion.custom_audience.custom_audience,parental-status,google-adwords,,,
ad_group_criterion.custom_intent.custom_intent,parental-status,google-adwords,,,
ad_group_criterion.disapproval_reasons,parental-status,google-adwords,,,
ad_group_criterion.display_name,parental-status,google-adwords,,,
ad_group_criterion.effective_cpc_bid_source,parental-status,google-adwords,,,
ad_group_criterion.effective_cpm_bid_micros,parental-status,google-adwords,,,
ad_group_criterion.effective_cpm_bid_source,parental-status,google-adwords,,,
ad_group_criterion.effective_cpv_bid_micros,parental-status,google-adwords,,,
ad_group_criterion.effective_cpv_bid_source,parental-status,google-adwords,,,
ad_group_criterion.effective_percent_cpc_bid_micros,parental-status,google-adwords,,,
ad_group_criterion.effective_percent_cpc_bid_source,parental-status,google-adwords,,,
ad_group_criterion.final_mobile_urls,parental-status,google-adwords,,,
ad_group_criterion.final_urls,parental-status,google-adwords,,,
ad_group_criterion.gender.type,parental-status,google-adwords,,,
ad_group_criterion.income_range.type,parental-status,google-adwords,,,
ad_group_criterion.keyword.match_type,parental-status,google-adwords,,,
ad_group_criterion.keyword.text,parental-status,google-adwords,,,
ad_group_criterion.labels,parental-status,google-adwords,,,
ad_group_criterion.language.language_constant,parental-status,google-adwords,,,
ad_group_criterion.listing_group.case_value.activity_city.value,parental-status,google-adwords,,,
ad_group_criterion.listing_group.case_value.activity_country.value,parental-status,google-adwords,,,
ad_group_criterion.listing_group.case_value.activity_id.value,parental-status,google-adwords,,,
ad_group_criterion.listing_group.case_value.activity_rating.value,parental-status,google-adwords,,,
ad_group_criterion.listing_group.case_value.activity_state.value,parental-status,google-adwords,,,
ad_group_criterion.listing_group.case_value.hotel_city.city_criterion,parental-status,google-adwords,,,
ad_group_criterion.listing_group.case_value.hotel_class.value,parental-status,google-adwords,,,
ad_group_criterion.listing_group.case_value.hotel_country_region.country_region_criterion,parental-status,google-adwords,,,
hotel_region,parental-status,google-adwords,,,
ad_group_criterion.listing_group.case_value.hotel_id.value,parental-status,google-adwords,,,
ad_group_criterion.listing_group.case_value.hotel_state.state_criterion,parental-status,google-adwords,,,
hotel_state,parental-status,google-adwords,,,
ad_group_criterion.listing_group.case_value.product_brand.value,parental-status,google-adwords,,,
ad_group_criterion.listing_group.case_value.product_category.category_id,parental-status,google-adwords,,,
ad_group_criterion.listing_group.case_value.product_category.level,parental-status,google-adwords,,,
ad_group_criterion.listing_group.case_value.product_channel.channel,parental-status,google-adwords,,,
ad_group_criterion.listing_group.case_value.product_channel_exclusivity.channel_exclusivity,parental-status,google-adwords,,,
ad_group_criterion.listing_group.case_value.product_condition.condition,parental-status,google-adwords,,,
ad_group_criterion.listing_group.case_value.product_custom_attribute.index,parental-status,google-adwords,,,
ad_group_criterion.listing_group.case_value.product_custom_attribute.value,parental-status,google-adwords,,,
ad_group_criterion.listing_group.case_value.product_item_id.value,parental-status,google-adwords,,,
ad_group_criterion.listing_group.case_value.product_type.level,parental-status,google-adwords,,,
ad_group_criterion.listing_group.case_value.product_type.value,parental-status,google-adwords,,,
ad_group_criterion.listing_group.parent_ad_group_criterion,parental-status,google-adwords,,,
ad_group_criterion.listing_group.path,parental-status,google-adwords,,,
ad_group_criterion.listing_group.type,parental-status,google-adwords,,,
ad_group_criterion.location.geo_target_constant,parental-status,google-adwords,,,
ad_group_criterion.mobile_app_category.mobile_app_category_constant,parental-status,google-adwords,,,
ad_group_criterion.mobile_application.app_id,parental-status,google-adwords,,,
ad_group_criterion.mobile_application.name,parental-status,google-adwords,,,
ad_group_criterion.negative,parental-status,google-adwords,,,
ad_group_criterion.parental_status.type,parental-status,google-adwords,,,
ad_group_criterion.placement.url,parental-status,google-adwords,,,
ad_group_criterion.position_estimates.estimated_add_clicks_at_first_position_cpc,parental-status,google-adwords,,,
ad_group_criterion.position_estimates.estimated_add_cost_at_first_position_cpc,parental-status,google-adwords,,,
ad_group_criterion.position_estimates.first_page_cpc_micros,parental-status,google-adwords,,,
ad_group_criterion.position_estimates.first_position_cpc_micros,parental-status,google-adwords,,,
ad_group_criterion.position_estimates.top_of_page_cpc_micros,parental-status,google-adwords,,,
ad_group_criterion.quality_info.creative_quality_score,parental-status,google-adwords,,,
ad_group_criterion.quality_info.post_click_quality_score,parental-status,google-adwords,,,
ad_group_criterion.quality_info.quality_score,parental-status,google-adwords,,,
ad_group_criterion.quality_info.search_predicted_ctr,parental-status,google-adwords,,,
ad_group_criterion.resource_name,parental-status,google-adwords,,,
ad_group_criterion.status,parental-status,google-adwords,,,
ad_group_criterion.system_serving_status,parental-status,google-adwords,,,
ad_group_criterion.topic.path,parental-status,google-adwords,,,
ad_group_criterion.topic.topic_constant,parental-status,google-adwords,,,
ad_group_criterion.tracking_url_template,parental-status,google-adwords,,,
ad_group_criterion.type,parental-status,google-adwords,,,
ad_group_criterion.url_custom_parameters,parental-status,google-adwords,,,
ad_group_criterion.user_interest.user_interest_category,parental-status,google-adwords,,,
ad_group_criterion.user_list.user_list,parental-status,google-adwords,,,
ad_group_criterion.webpage.conditions,parental-status,google-adwords,,,
ad_group_criterion.webpage.coverage_percentage,parental-status,google-adwords,,,
ad_group_criterion.webpage.criterion_name,parental-status,google-adwords,,,
ad_group_criterion.webpage.sample.sample_urls,parental-status,google-adwords,,,
ad_group_criterion.youtube_channel.channel_id,parental-status,google-adwords,,,
ad_group_criterion.youtube_video.video_id,parental-status,google-adwords,,,
parental_status_view.resource_name,parental-status,google-adwords,,,
metrics.benchmark_average_max_cpc,product-partition,google-adwords,,,
metrics.benchmark_ctr,product-partition,google-adwords,,,
product_group,product-partition,google-adwords,,,
product_group_criterion_id,product-partition,google-adwords,,,
product_group_name,product-partition,google-adwords,,,
product_group_view.resource_name,product-partition,google-adwords,,,
metrics.historical_creative_quality_score,keywords,google-adwords,,,
metrics.historical_landing_page_quality_score,keywords,google-adwords,,,
metrics.historical_quality_score,keywords,google-adwords,,,
metrics.historical_search_predicted_ctr,keywords,google-adwords,,,
active_view_viewable_impressions_per_measurable_impressions,keywords,google-adwords,,,
formatted_keyword_text,keywords,google-adwords,,,
inherited_keyword_state,keywords,google-adwords,,,
keyword,keywords,google-adwords,,,
vertical,keywords,google-adwords,,,
keyword_criterion_id,keywords,google-adwords,,,
keyword_criterion_status,keywords,google-adwords,,,
keyword_criterion_status_icon,keywords,google-adwords,,,
keyword_criterion_is_restricting,keywords,google-adwords,,,
display_keyword_text,keywords,google-adwords,,,
keyword_view.resource_name,keywords,google-adwords,,,
segments.geo_target_airport,user-location-view,google-adwords,,,
geo_target_airport_name,user-location-view,google-adwords,,,
segments.geo_target_canton,user-location-view,google-adwords,,,
geo_target_canton_name,user-location-view,google-adwords,,,
segments.geo_target_city,user-location-view,google-adwords,,,
city,user-location-view,google-adwords,,,
segments.geo_target_county,user-location-view,google-adwords,,,
geo_target_county_name,user-location-view,google-adwords,,,
segments.geo_target_district,user-location-view,google-adwords,,,
geo_target_district_name,user-location-view,google-adwords,,,
segments.geo_target_metro,user-location-view,google-adwords,,,
metro_area,user-location-view,google-adwords,,,
segments.geo_target_most_specific_location,user-location-view,google-adwords,,,
most_specific_location,user-location-view,google-adwords,,,
segments.geo_target_postal_code,user-location-view,google-adwords,,,
geo_target_postal_code_name,user-location-view,google-adwords,,,
segments.geo_target_province,user-location-view,google-adwords,,,
geo_target_province_name,user-location-view,google-adwords,,,
segments.geo_target_region,user-location-view,google-adwords,,,
region,user-location-view,google-adwords,,,
segments.geo_target_state,user-location-view,google-adwords,,,
geo_target_state_name,user-location-view,google-adwords,,,
country_territory,user-location-view,google-adwords,,,
geo_target_constants_country_criterion_id,user-location-view,google-adwords,,,
user_location_view.country_criterion_id,user-location-view,google-adwords,,,
user_location_view.resource_name,user-location-view,google-adwords,,,
user_location_view.targeting_location,user-location-view,google-adwords,,,
video_conversion_rate,video,google-adwords,,,
video_all_conversion_rate,video,google-adwords,,,
extracted_video_id,video,google-adwords,,,
video_interactions,video,google-adwords,,,
video.channel_id,video,google-adwords,,,
video.duration_millis,video,google-adwords,,,
video.id,video,google-adwords,,,
video.resource_name,video,google-adwords,,,
video.title,video,google-adwords,,,
video,video,google-adwords,,,
is_restricting,gender,google-adwords,,,
gender,gender,google-adwords,,,
gender_criterion_id,gender,google-adwords,,,
gender_criterion_status,gender,google-adwords,,,
gender_criterion_status_icon,gender,google-adwords,,,
gender_view.resource_name,gender,google-adwords,,,
group_placement_view.display_name,automatic-placement,google-adwords,,,
group_placement_view.placement,automatic-placement,google-adwords,,,
group_placement_view.placement_type,automatic-placement,google-adwords,,,
group_placement_view.resource_name,automatic-placement,google-adwords,,,
group_placement_view.target_url,automatic-placement,google-adwords,,,
geographic_view.country_criterion_id,geo,google-adwords,,,
geographic_view.location_type,geo,google-adwords,,,
geographic_view.resource_name,geo,google-adwords,,,
segments.interaction_on_this_extension,placeholder-feed-item,google-adwords,,,
segments.placeholder_type,placeholder-feed-item,google-adwords,,,
feed.affiliate_location_feed_data.chain_ids,placeholder-feed-item,google-adwords,,,
feed.affiliate_location_feed_data.relationship_type,placeholder-feed-item,google-adwords,,,
feed.attributes,placeholder-feed-item,google-adwords,,,
feed.id,placeholder-feed-item,google-adwords,,,
feed.name,placeholder-feed-item,google-adwords,,,
feed.origin,placeholder-feed-item,google-adwords,,,
feed.places_location_feed_data.business_name_filter,placeholder-feed-item,google-adwords,,,
feed.places_location_feed_data.category_filters,placeholder-feed-item,google-adwords,,,
feed.places_location_feed_data.email_address,placeholder-feed-item,google-adwords,,,
feed.places_location_feed_data.label_filters,placeholder-feed-item,google-adwords,,,
feed.resource_name,placeholder-feed-item,google-adwords,,,
feed.status,placeholder-feed-item,google-adwords,,,
feed_item.attribute_values,placeholder-feed-item,google-adwords,,,
feed_item.end_date_time,placeholder-feed-item,google-adwords,,,
feed_item.feed,placeholder-feed-item,google-adwords,,,
feed_item.geo_targeting_restriction,placeholder-feed-item,google-adwords,,,
feed_item.id,placeholder-feed-item,google-adwords,,,
feed_item.policy_infos,placeholder-feed-item,google-adwords,,,
feed_item.resource_name,placeholder-feed-item,google-adwords,,,
feed_item.start_date_time,placeholder-feed-item,google-adwords,,,
feed_item.status,placeholder-feed-item,google-adwords,,,
feed_item.url_custom_parameters,placeholder-feed-item,google-adwords,,,
ad_extension,placeholder-feed-item,google-adwords,,,
segments.product_aggregator_id,shopping,google-adwords,,,
segments.product_category_level1,shopping,google-adwords,,,
segments.product_category_level2,shopping,google-adwords,,,
segments.product_category_level3,shopping,google-adwords,,,
segments.product_category_level4,shopping,google-adwords,,,
segments.product_category_level5,shopping,google-adwords,,,
segments.product_brand,shopping,google-adwords,,,
segments.product_channel,shopping,google-adwords,,,
segments.product_channel_exclusivity,shopping,google-adwords,,,
segments.product_condition,shopping,google-adwords,,,
product_country_name,shopping,google-adwords,,,
segments.product_custom_attribute0,shopping,google-adwords,,,
segments.product_custom_attribute1,shopping,google-adwords,,,
segments.product_custom_attribute2,shopping,google-adwords,,,
segments.product_custom_attribute3,shopping,google-adwords,,,
segments.product_custom_attribute4,shopping,google-adwords,,,
segments.product_feed_label,shopping,google-adwords,,,
segments.product_item_id,shopping,google-adwords,,,
product_language_name,shopping,google-adwords,,,
product_language_code,shopping,google-adwords,,,
segments.product_merchant_id,shopping,google-adwords,,,
segments.product_store_id,shopping,google-adwords,,,
segments.product_title,shopping,google-adwords,,,
segments.product_type_l1,shopping,google-adwords,,,
segments.product_type_l2,shopping,google-adwords,,,
segments.product_type_l3,shopping,google-adwords,,,
segments.product_type_l4,shopping,google-adwords,,,
segments.product_type_l5,shopping,google-adwords,,,
language,shopping,google-adwords,,,
product_bidding_category_level1,shopping,google-adwords,,,
product_bidding_category_level1_name,shopping,google-adwords,,,
product_bidding_category_level2,shopping,google-adwords,,,
product_bidding_category_level2_name,shopping,google-adwords,,,
product_bidding_category_level3,shopping,google-adwords,,,
product_bidding_category_level3_name,shopping,google-adwords,,,
product_bidding_category_level4,shopping,google-adwords,,,
product_bidding_category_level4_name,shopping,google-adwords,,,
product_bidding_category_level5,shopping,google-adwords,,,
product_bidding_category_level5_name,shopping,google-adwords,,,
